TPLsp_append,OrganismType,SpeciesAuthor,Kingdom,Phylum,Class,Order,Family,SpeciesAccepted,Taxonomic.status,TPLsp
Astrophytum asterias,Succulent,Astrophytum_asterias,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Astrophytum asterias,Accepted,Astrophytum asterias
Astrophytum capricorne,Succulent,Astrophytum_capricorne,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Astrophytum capricorne,Accepted,Astrophytum capricorne
Astrophytum capricorne,Succulent,Astrophytum_capricorne_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Astrophytum capricorne,Accepted,Astrophytum capricorne
Astrophytum myriostigma,Succulent,Astrophytum_myriostigma,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Astrophytum myriostigma,Accepted,Astrophytum myriostigma
Astrophytum ornatum,Succulent,Astrophytum_ornatum,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Astrophytum ornatum,Accepted,Astrophytum ornatum
Astrophytum ornatum,Succulent,Astrophytum_ornatum_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Astrophytum ornatum,Accepted,Astrophytum ornatum
Bursera graveolens,Succulent,Bursera_graveolens,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Burseraceae,Bursera graveolens,Accepted,Bursera graveolens
Carnegiea gigantea,Succulent,Carnegiea_gigantea,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Carnegiea gigantea,Accepted,Carnegiea gigantea
Carnegiea gigantea,Succulent,Carnegiea_gigantea_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Carnegiea gigantea,Accepted,Carnegiea gigantea
Cephalocereus columna-trajani,Succulent,Cephalocereus_columna-trajani,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cephalocereus columna-trajani,Accepted,Cephalocereus columna-trajani
Cephalocereus senilis,Succulent,Cephalocereus_senilis,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cephalocereus senilis,Accepted,Cephalocereus senilis
Cephalocereus totolapensis,Succulent,Cephalocereus_totolapenis,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cephalocereus totolapensis,Accepted,Cephalocereus totolapensis
Escobaria robbinsorum,Succulent,Coryphantha_robbinsorum,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Escobaria robbinsorum,Accepted,Escobaria robbinsorum
Escobaria robbinsorum,Succulent,Coryphantha_robbinsorum_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Escobaria robbinsorum,Accepted,Escobaria robbinsorum
Coryphantha werdermannii,Succulent,Coryphantha_werdermannii,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Coryphantha werdermannii,Accepted,Coryphantha werdermannii
Coryphantha werdermannii,Succulent,Coryphantha_werdermannii_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Coryphantha werdermannii,Accepted,Coryphantha werdermannii
Coryphantha werdermannii,Succulent,Coryphantha_werdermannii_3,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Coryphantha werdermannii,Accepted,Coryphantha werdermannii
Echeveria longissima,Succulent,Echeveria_longissima,Plantae,Magnoliophyta,Magnoliopsida,Saxifragales,Crassulaceae,Echeveria longissima,Accepted,Echeveria longissima
Echinocactus platyacanthus,Succulent,Echinocactus_platyacanthus,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinocactus platyacanthus,Accepted,Echinocactus platyacanthus
Escontria chiotilla,Succulent,Escontria_chiotilla,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Escontria chiotilla,Accepted,Escontria chiotilla
Escontria chiotilla,Succulent,Escontria_chiotilla_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Escontria chiotilla,Accepted,Escontria chiotilla
Coespeletia spicata,Succulent,Espeletia_spicata,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Coespeletia spicata,Accepted,Coespeletia spicata
Coespeletia timotensis,Succulent,Espeletia_timotensis,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Coespeletia timotensis,Accepted,Coespeletia timotensis
Euphorbia clivicola,Succulent,Euphorbia_clivicola,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia clivicola,Accepted,Euphorbia clivicola
Euphorbia fontqueriana,Succulent,Euphorbia_fontqueriana,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia fontqueriana,Accepted,Euphorbia fontqueriana
Furcraea parmentieri,Succulent,Furcraea_parmentieri,Plantae,Magnoliophyta,Magnoliopsida,Asparagales,Asparagaceae,Furcraea parmentieri,Accepted,Furcraea parmentieri
Harrisia fragrans,Succulent,Harrisia_fragrans,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Harrisia fragrans,Accepted,Harrisia fragrans
Cereus portoricensis,Succulent,Harrisia_portoricensis,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cereus portoricensis,Unresolved,Cereus portoricensis
Cereus portoricensis,Succulent,Harrisia_portoricensis_2,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cereus portoricensis,Unresolved,Cereus portoricensis
Bryophyllum pinnatum,Succulent,Kalanchoe_pinnata,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe pinnata,Synonym,Bryophyllum pinnatum
Lophophora diffusa,Succulent,Lophophora_diffusa,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Lophophora diffusa,Accepted,Lophophora diffusa
Mammillaria crucigera,Succulent,Mammillaria_crucigera,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria crucigera,Accepted,Mammillaria crucigera
Mammillaria crucigera,Succulent,Mammillaria_crucigera_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria crucigera,Accepted,Mammillaria crucigera
Mammillaria dixanthocentron,Succulent,Mammillaria_dixanthocentron,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria dixanthocentron,Accepted,Mammillaria dixanthocentron
Mammillaria dixanthocentron,Succulent,Mammillaria_dixanthocentron_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria dixanthocentron,Accepted,Mammillaria dixanthocentron
Mammillaria eriacantha,Succulent,Mammillaria_eriacantha,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria eriacantha,Accepted,Mammillaria eriacantha
Mammillaria gaumeri,Succulent,Mammillaria_gaumeri,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria gaumeri,Accepted,Mammillaria gaumeri
Mammillaria hernandezii,Succulent,Mammillaria_hernandezii,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria hernandezii,Accepted,Mammillaria hernandezii
Mammillaria hernandezii,Succulent,Mammillaria_hernandezii_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria hernandezii,Accepted,Mammillaria hernandezii
Mammillaria huitzilopochtli,Succulent,Mammillaria_huitzilopochtli,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria huitzilopochtli,Accepted,Mammillaria huitzilopochtli
Mammillaria huitzilopochtli,Succulent,Mammillaria_huitzilopochtli_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria huitzilopochtli,Accepted,Mammillaria huitzilopochtli
Mammillaria humboldtii,Succulent,Mammillaria_humboldtii,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria humboldtii,Accepted,Mammillaria humboldtii
Mammillaria magnimamma,Succulent,Mammillaria_magnimamma,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria magnimamma,Accepted,Mammillaria magnimamma
Mammillaria mystax,Succulent,Mammillaria_mystax,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria mystax,Accepted,Mammillaria mystax
Mammillaria napina,Succulent,Mammillaria_napina,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria napina,Accepted,Mammillaria napina
Mammillaria pectinifera,Succulent,Mammillaria_pectinifera,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria pectinifera,Accepted,Mammillaria pectinifera
Mammillaria pectinifera,Succulent,Mammillaria_pectinifera_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria pectinifera,Accepted,Mammillaria pectinifera
Mammillaria pectinifera,Succulent,Mammillaria_pectinifera_3,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria pectinifera,Accepted,Mammillaria pectinifera
Mammillaria pectinifera,Succulent,Mammillaria_pectinifera_4,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria pectinifera,Accepted,Mammillaria pectinifera
Mammillaria solisioides,Succulent,Mammillaria_solisioides,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria solisioides,Accepted,Mammillaria solisioides
Mammillaria supertexta,Succulent,Mammillaria_supertexta,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria supertexta,Accepted,Mammillaria supertexta
Pseudomitrocereus fulviceps,Succulent,Mitrocereus_fulviceps,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Pseudomitrocereus fulviceps,Accepted,Pseudomitrocereus fulviceps
Neobuxbaumia macrocephala,Succulent,Neobuxbaumia_macrocephala,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neobuxbaumia macrocephala,Accepted,Neobuxbaumia macrocephala
Neobuxbaumia macrocephala,Succulent,Neobuxbaumia_macrocephala_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neobuxbaumia macrocephala,Accepted,Neobuxbaumia macrocephala
Neobuxbaumia macrocephala,Succulent,Neobuxbaumia_macrocephala_3,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neobuxbaumia macrocephala,Accepted,Neobuxbaumia macrocephala
Neobuxbaumia macrocephala,Succulent,Neobuxbaumia_macrocephala_4,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neobuxbaumia macrocephala,Accepted,Neobuxbaumia macrocephala
Neobuxbaumia mezcalaensis,Succulent,Neobuxbaumia_mezcalaensis,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neobuxbaumia mezcalaensis,Accepted,Neobuxbaumia mezcalaensis
Neobuxbaumia mezcalaensis,Succulent,Neobuxbaumia_mezcalaensis_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neobuxbaumia mezcalaensis,Accepted,Neobuxbaumia mezcalaensis
Neobuxbaumia polylopha,Succulent,Neobuxbaumia_polylopha,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neobuxbaumia polylopha,Accepted,Neobuxbaumia polylopha
Neobuxbaumia tetetzo,Succulent,Neobuxbaumia_tetetzo,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neobuxbaumia tetetzo,Accepted,Neobuxbaumia tetetzo
Neobuxbaumia tetetzo,Succulent,Neobuxbaumia_tetetzo_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neobuxbaumia tetetzo,Accepted,Neobuxbaumia tetetzo
Neobuxbaumia tetetzo,Succulent,Neobuxbaumia_tetetzo_3,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neobuxbaumia tetetzo,Accepted,Neobuxbaumia tetetzo
Neobuxbaumia tetetzo,Succulent,Neobuxbaumia_tetetzo_4,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neobuxbaumia tetetzo,Accepted,Neobuxbaumia tetetzo
Neobuxbaumia tetetzo,Succulent,Neobuxbaumia_tetetzo_5,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neobuxbaumia tetetzo,Accepted,Neobuxbaumia tetetzo
Opuntia echios,Succulent,Opuntia_echios_var._barringtonensis,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia echios,Accepted,Opuntia echios
Opuntia echios,Succulent,Opuntia_echios_var._gigantea,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia echios gigantea,Accepted,Opuntia echios
Opuntia galapageia,Succulent,Opuntia_galapageia_var._galapageia,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia galapageia,Accepted,Opuntia galapageia
Opuntia macrocentra,Succulent,Opuntia_macrocentra,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia macrocentra,Accepted,Opuntia macrocentra
Opuntia macrorhiza,Succulent,Opuntia_macrorhiza,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia macrorhiza,Accepted,Opuntia macrorhiza
Opuntia macrorhiza,Succulent,Opuntia_macrorhiza_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia macrorhiza,Accepted,Opuntia macrorhiza
Opuntia microdasys,Succulent,Opuntia_microdasys,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia microdasys,Accepted,Opuntia microdasys
Opuntia rastrera,Succulent,Opuntia_rastrera,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia rastrera,Accepted,Opuntia rastrera
Opuntia stricta,Succulent,Opuntia_stricta,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia stricta,Accepted,Opuntia stricta
Pachycereus grandis,Succulent,Pachycereus_grandis,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Pachycereus grandis,Accepted,Pachycereus grandis
Pachycereus pecten-aboriginum,Succulent,Pachycereus_pecten-aboriginum,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Pachycereus pecten-aboriginum,Accepted,Pachycereus pecten-aboriginum
Pediocactus bradyi,Succulent,Pediocactus_bradyi,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Pediocactus bradyi,Accepted,Pediocactus bradyi
Pterocereus gaumeri,Succulent,Pterocereus_gaumeri,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Pterocereus gaumeri,Accepted,Pterocereus gaumeri
Scalesia baurii,Succulent,Scalesia_baurii_subsp._hopkinsii,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Scalesia baurii,Accepted,Scalesia baurii
Scalesia helleri,Succulent,Scalesia_helleri_subsp._helleri,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Scalesia helleri,Accepted,Scalesia helleri
Scalesia pedunculata,Succulent,Scalesia_pedunculata,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Scalesia pedunculata,Accepted,Scalesia pedunculata
Sclerocactus mesae-verdae,Succulent,Sclerocactus_mesae-verdae,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Sclerocactus mesae-verdae,Accepted,Sclerocactus mesae-verdae
Sedum laxum,Succulent,Sedum_laxum,Plantae,Magnoliophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum laxum,Accepted,Sedum laxum
Stenocactus crispatus,Succulent,Stenocactus_crispatus,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Stenocactus crispatus,Accepted,Stenocactus crispatus
Stenocereus eruca,Succulent,Stenocereus_eruca,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus eruca,Accepted,Stenocereus eruca
Stenocereus eruca,Succulent,Stenocereus_eruca_2,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus eruca,Accepted,Stenocereus eruca
Tillandsia mauryana,Succulent,Tillandsia_mauryana,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia mauryana,Accepted,Tillandsia mauryana
Turbinicarpus horripilus,Succulent,Turbinicarpus_horripilus,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Turbinicarpus horripilus,Accepted,Turbinicarpus horripilus
Abies balsamea,Tree,Abies_balsamea,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies balsamea,Accepted,Abies balsamea
Abies concolor,Tree,Abies_concolor,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies concolor,Accepted,Abies concolor
Abies homolepis,Tree,Abies_homolepis,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies homolepis,Accepted,Abies homolepis
Abies magnifica,Tree,Abies_magnifica,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies magnifica,Accepted,Abies magnifica
Abies sachalinensis,Tree,Abies_sachalinensis,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies sachalinensis,Accepted,Abies sachalinensis
Abies sachalinensis,Tree,Abies_sachalinensis_2,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies sachalinensis,Accepted,Abies sachalinensis
Acacia drepanolobium,Tree,Acacia_drepanolobium,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Acacia drepanolobium,Accepted,Acacia drepanolobium
Acacia pennatula,Tree,Acacia_pennatula,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Acacia pennatula,Accepted,Acacia pennatula
Acacia peuce,Tree,Acacia_peuce,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Acacia peuce,Accepted,Acacia peuce
Acer palmatum,Tree,Acer_amoenum,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer palmatum,Accepted,Acer palmatum
Acer pictum,Tree,Acer_mono,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer pictum,Accepted,Acer pictum
Acer rufinerve,Tree,Acer_rufinerve,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer rufinerve,Accepted,Acer rufinerve
Acer saccharum,Tree,Acer_saccharum,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer saccharum,Accepted,Acer saccharum
Syzygium acuminatissimum,Tree,Acmena_acuminatissima,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium acuminatissimum,Accepted,Syzygium acuminatissimum
Actinostemon concolor,Tree,Actinostemon_concolor,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Actinostemon concolor,Accepted,Actinostemon concolor
Adansonia digitata,Tree,Adansonia_digitata,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Adansonia digitata,Accepted,Adansonia digitata
Aesculus turbinata,Tree,Aesculus_turbinata,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus turbinata,Accepted,Aesculus turbinata
Agathis ovata,Tree,Agathis_ovata,Plantae,Pinophyta,Pinopsida,Pinales,Araucariaceae,Agathis ovata,Accepted,Agathis ovata
Ailanthus altissima,Tree,Ailanthus_altissima,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus altissima,Accepted,Ailanthus altissima
Ailanthus altissima,Tree,Ailanthus_altissima_2,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus altissima,Accepted,Ailanthus altissima
Alnus incana,Tree,Alnus_incana_subsp._rugosa,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Betulaceae,Alnus incana rugosa,Accepted,Alnus incana
Anisoptera laevis,Tree,Anisoptera_laevis,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Anisoptera laevis,Accepted,Anisoptera laevis
Carya sinensis,Tree,Annamocarya_sinensis,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Juglandaceae,Carya sinensis,Accepted,Carya sinensis
Aquilaria crassna,Tree,Aquilaria_crassna,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Thymelaeaceae,Aquilaria crassna,Accepted,Aquilaria crassna
Aquilaria malaccensis,Tree,Aquilaria_malaccensis,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Thymelaeaceae,Aquilaria malaccensis,Accepted,Aquilaria malaccensis
Aquilaria microcarpa,Tree,Aquilaria_microcarpa,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Thymelaeaceae,Aquilaria microcarpa,Accepted,Aquilaria microcarpa
Araucaria araucana,Tree,Araucaria_araucana,Plantae,Pinophyta,Pinopsida,Pinales,Araucariaceae,Araucaria araucana,Accepted,Araucaria araucana
Araucaria cunninghamii,Tree,Araucaria_cunninghamii,Plantae,Pinophyta,Pinopsida,Pinales,Araucariaceae,Araucaria cunninghamii,Accepted,Araucaria cunninghamii
Araucaria hunsteinii,Tree,Araucaria_hunsteinii,Plantae,Pinophyta,Pinopsida,Pinales,Araucariaceae,Araucaria hunsteinii,Accepted,Araucaria hunsteinii
Araucaria hunsteinii,Tree,Araucaria_hunsteinii_2,Plantae,Pinophyta,Pinopsida,Pinales,Araucariaceae,Araucaria hunsteinii,Accepted,Araucaria hunsteinii
Araucaria hunsteinii,Tree,Araucaria_hunsteinii_3,Plantae,Pinophyta,Pinopsida,Pinales,Araucariaceae,Araucaria hunsteinii,Accepted,Araucaria hunsteinii
Araucaria laubenfelsii,Tree,Araucaria_laubenfelsii,Plantae,Pinophyta,Pinopsida,Pinales,Araucariaceae,Araucaria laubenfelsii,Accepted,Araucaria laubenfelsii
Araucaria muelleri,Tree,Araucaria_muelleri,Plantae,Pinophyta,Pinopsida,Pinales,Araucariaceae,Araucaria muelleri,Accepted,Araucaria muelleri
Avicennia germinans,Tree,Avicennia_germinans,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,Avicennia germinans,Accepted,Avicennia germinans
Avicennia marina,Tree,Avicennia_marina,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,Avicennia marina,Accepted,Avicennia marina
Avicennia marina,Tree,Avicennia_marina_2,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,Avicennia marina,Accepted,Avicennia marina
Bertholletia excelsa,Tree,Bertholletia_excelsa,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Lecythidaceae,Bertholletia excelsa,Accepted,Bertholletia excelsa
Betula pendula,Tree,Betula_pendula,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Betulaceae,Betula pendula,Accepted,Betula pendula
Betula pubescens,Tree,Betula_pubescens_subsp._tortuosa,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Betulaceae,Betula pubescens pumila,Accepted,Betula pubescens
Boswellia papyrifera,Tree,Boswellia_papyrifera,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Burseraceae,Boswellia papyrifera,Accepted,Boswellia papyrifera
Brosimum alicastrum,Tree,Brosimum_alicastrum,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Moraceae,Brosimum alicastrum,Accepted,Brosimum alicastrum
Bursera glabrifolia,Tree,Bursera_glabrifolia,Plantae,Magnoliophyta,Liliopsida,Poales,Burseraceae,Bursera glabrifolia,Accepted,Bursera glabrifolia
Callitris columellaris,Tree,Callitris_intratropica,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Callitris columellaris,Accepted,Callitris columellaris
Cupressus guadalupensis,Tree,Callitropsis_forbesii,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Cupressus guadalupensis forbesii,Accepted,Cupressus guadalupensis
Calycophyllum spruceanum,Tree,Calycophyllum_spruceanum,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Calycophyllum spruceanum,Accepted,Calycophyllum spruceanum
Calocedrus decurrens,Tree,Calocedrus_decurrens,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Calocedrus decurrens,Accepted,Calocedrus decurrens
Calocedrus macrolepis,Tree,Calocedrus_macrolepis,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Calocedrus macrolepis,Accepted,Calocedrus macrolepis
Camellia japonica,Tree,Camellia_japonica,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Theaceae,Camellia japonica,Accepted,Camellia japonica
Camellia japonica,Tree,Camellia_japonica_2,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Theaceae,Camellia japonica,Accepted,Camellia japonica
Carapa guianensis,Tree,Carapa_guianensis,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Carapa guianensis,Accepted,Carapa guianensis
Carapa guianensis,Tree,Carapa_guianensis_2,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Carapa guianensis,Accepted,Carapa guianensis
Caryocar brasiliense,Tree,Caryocar_brasiliense,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Caryocaraceae,Caryocar brasiliense,Accepted,Caryocar brasiliense
Castanea dentata,Tree,Castanea_dentata,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Castanea dentata,Accepted,Castanea dentata
Castanopsis chinensis,Tree,Castanopsis_chinensis,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Castanopsis chinensis,Accepted,Castanopsis chinensis
Cecropia obtusifolia,Tree,Cecropia_obtusifolia,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia obtusifolia,Accepted,Cecropia obtusifolia
Cedrela odorata,Tree,Cedrela_odorata,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Cedrela odorata,Accepted,Cedrela odorata
Cedrela odorata,Tree,Cedrela_odorata_2,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Cedrela odorata,Accepted,Cedrela odorata
Cedrela odorata,Tree,Cedrela_odorata_3,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Cedrela odorata,Accepted,Cedrela odorata
Cedrela odorata,Tree,Cedrela_odorata_4,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Cedrela odorata,Accepted,Cedrela odorata
Cedrela odorata,Tree,Cedrela_odorata_5,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Cedrela odorata,Accepted,Cedrela odorata
Cedrela odorata,Tree,Cedrela_odorata_6,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Cedrela odorata,Accepted,Cedrela odorata
Cedrela odorata,Tree,Cedrela_odorata_7,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Cedrela odorata,Accepted,Cedrela odorata
Cedrela odorata,Tree,Cedrela_odorata_8,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Cedrela odorata,Accepted,Cedrela odorata
Chlorocardium rodiei,Tree,Chlorocardium_rodiei,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Chlorocardium rodiei,Accepted,Chlorocardium rodiei
